Player,Best_Rank,Best_Rank_Year,Latest_Pipeline_Year,Latest_Position,Latest_Team,Acquisition_Type,Acquisition_Confidence,Acquisition_Reason,BRef_Register_ID,BRef_Register_URL,Birth_Year,Birth_Country,Birth_State,Year,Age,Source,Games,Teams,Leagues,Levels,Table_Index
Jonathan India,53,2019,2019,2B/3B,Kansas City Royals,College,high,College/NCAA batting rows found through age 21,india-000joh,https://www.baseball-reference.com/register/player.fcgi?id=india-000joh,1996.0,,,2017,20,College,59,Florida,SEC,NCAA,0
Jonathan India,53,2019,2019,2B/3B,Kansas City Royals,College,high,College/NCAA batting rows found through age 21,india-000joh,https://www.baseball-reference.com/register/player.fcgi?id=india-000joh,1996.0,,,2017,20,Summer,19,Harwich,CCBL,Smr,0
Jonathan India,53,2019,2019,2B/3B,Kansas City Royals,College,high,College/NCAA batting rows found through age 21,india-000joh,https://www.baseball-reference.com/register/player.fcgi?id=india-000joh,1996.0,,,2018,21,College,68,Florida,SEC,NCAA,0
Jonathan India,53,2019,2019,2B/3B,Kansas City Royals,College,high,College/NCAA batting rows found through age 21,india-000joh,https://www.baseball-reference.com/register/player.fcgi?id=india-000joh,1996.0,,,2018,21,Pro,44,3 Teams,3 Lgs,A-Rk,0
Jordan Beck,81,2024,2024,OF,Colorado Rockies,College,high,College/NCAA batting rows found through age 21,beck--001jor,https://www.baseball-reference.com/register/player.fcgi?id=beck--001jor,2001.0,,,2020,19,College,16,Tennessee,SEC,NCAA,0
Jordan Beck,81,2024,2024,OF,Colorado Rockies,College,high,College/NCAA batting rows found through age 21,beck--001jor,https://www.baseball-reference.com/register/player.fcgi?id=beck--001jor,2001.0,,,2021,20,College,67,Tennessee,SEC,NCAA,0
Jordan Beck,81,2024,2024,OF,Colorado Rockies,College,high,College/NCAA batting rows found through age 21,beck--001jor,https://www.baseball-reference.com/register/player.fcgi?id=beck--001jor,2001.0,,,2021,20,Summer,27,Harwich,CCBL,Smr,0
Jordan Beck,81,2024,2024,OF,Colorado Rockies,College,high,College/NCAA batting rows found through age 21,beck--001jor,https://www.baseball-reference.com/register/player.fcgi?id=beck--001jor,2001.0,,,2022,21,College,66,Tennessee,SEC,NCAA,0
Jordan Beck,81,2024,2024,OF,Colorado Rockies,College,high,College/NCAA batting rows found through age 21,beck--001jor,https://www.baseball-reference.com/register/player.fcgi?id=beck--001jor,2001.0,,,2022,21,Pro,26,2 Teams,2 Lgs,Rk-A,0
Jordan Westburg,74,2023,2023,INF,Baltimore Orioles,College,high,College/NCAA batting rows found through age 21,westbu000jor,https://www.baseball-reference.com/register/player.fcgi?id=westbu000jor,1999.0,,,2017,18,Summer,28,Gaithersburg,CRCL,Smr,0
Jordan Westburg,74,2023,2023,INF,Baltimore Orioles,College,high,College/NCAA batting rows found through age 21,westbu000jor,https://www.baseball-reference.com/register/player.fcgi?id=westbu000jor,1999.0,,,2018,19,College,42,Mississippi State,SEC,NCAA,0
Jordan Westburg,74,2023,2023,INF,Baltimore Orioles,College,high,College/NCAA batting rows found through age 21,westbu000jor,https://www.baseball-reference.com/register/player.fcgi?id=westbu000jor,1999.0,,,2018,19,Summer,21,Elmira,PGCL,Smr,0
Jordan Westburg,74,2023,2023,INF,Baltimore Orioles,College,high,College/NCAA batting rows found through age 21,westbu000jor,https://www.baseball-reference.com/register/player.fcgi?id=westbu000jor,1999.0,,,2019,20,College,66,Mississippi State,SEC,NCAA,0
Jordan Westburg,74,2023,2023,INF,Baltimore Orioles,College,high,College/NCAA batting rows found through age 21,westbu000jor,https://www.baseball-reference.com/register/player.fcgi?id=westbu000jor,1999.0,,,2019,20,Summer,25,Hyannis,CCBL,Smr,0
Jordan Westburg,74,2023,2023,INF,Baltimore Orioles,College,high,College/NCAA batting rows found through age 21,westbu000jor,https://www.baseball-reference.com/register/player.fcgi?id=westbu000jor,1999.0,,,2020,21,College,16,Mississippi State,SEC,NCAA,0
Josh Jung,29,2022,2023,3B,Texas Rangers,College,high,College/NCAA batting rows found through age 21,jung--000jos,https://www.baseball-reference.com/register/player.fcgi?id=jung--000jos,1998.0,,,2017,19,College,62,Texas Tech,B12,NCAA,0
Josh Jung,29,2022,2023,3B,Texas Rangers,College,high,College/NCAA batting rows found through age 21,jung--000jos,https://www.baseball-reference.com/register/player.fcgi?id=jung--000jos,1998.0,,,2018,20,College,65,Texas Tech,B12,NCAA,0
Josh Jung,29,2022,2023,3B,Texas Rangers,College,high,College/NCAA batting rows found through age 21,jung--000jos,https://www.baseball-reference.com/register/player.fcgi?id=jung--000jos,1998.0,,,2019,21,College,64,Texas Tech,B12,NCAA,0
Josh Jung,29,2022,2023,3B,Texas Rangers,College,high,College/NCAA batting rows found through age 21,jung--000jos,https://www.baseball-reference.com/register/player.fcgi?id=jung--000jos,1998.0,,,2019,21,Pro,44,2 Teams,2 Lgs,A-Rk,0
Justin Foscue,89,2022,2022,2B/1B,Texas Rangers,College,high,College/NCAA batting rows found through age 21,foscue000jus,https://www.baseball-reference.com/register/player.fcgi?id=foscue000jus,1999.0,,,2018,19,College,58,Mississippi State,SEC,NCAA,0
Justin Foscue,89,2022,2022,2B/1B,Texas Rangers,College,high,College/NCAA batting rows found through age 21,foscue000jus,https://www.baseball-reference.com/register/player.fcgi?id=foscue000jus,1999.0,,,2018,19,Summer,17,Amsterdam,PGCL,Smr,0
Justin Foscue,89,2022,2022,2B/1B,Texas Rangers,College,high,College/NCAA batting rows found through age 21,foscue000jus,https://www.baseball-reference.com/register/player.fcgi?id=foscue000jus,1999.0,,,2019,20,College,67,Mississippi State,SEC,NCAA,0
Justin Foscue,89,2022,2022,2B/1B,Texas Rangers,College,high,College/NCAA batting rows found through age 21,foscue000jus,https://www.baseball-reference.com/register/player.fcgi?id=foscue000jus,1999.0,,,2020,21,College,16,Mississippi State,SEC,NCAA,0
Kaelen Culpepper,39,2026,2026,SS,Minnesota Twins,College,high,College/NCAA batting rows found through age 21,culpep000kae,https://www.baseball-reference.com/register/player.fcgi?id=culpep000kae,2002.0,,,2021,18,Summer,40,Norwich,FCBL,Smr,0
Kaelen Culpepper,39,2026,2026,SS,Minnesota Twins,College,high,College/NCAA batting rows found through age 21,culpep000kae,https://www.baseball-reference.com/register/player.fcgi?id=culpep000kae,2002.0,,,2022,19,College,51,Kansas State,B12,NCAA,0
Kaelen Culpepper,39,2026,2026,SS,Minnesota Twins,College,high,College/NCAA batting rows found through age 21,culpep000kae,https://www.baseball-reference.com/register/player.fcgi?id=culpep000kae,2002.0,,,2022,19,Summer,29,Bluefield,APPY,Smr,0
Kaelen Culpepper,39,2026,2026,SS,Minnesota Twins,College,high,College/NCAA batting rows found through age 21,culpep000kae,https://www.baseball-reference.com/register/player.fcgi?id=culpep000kae,2002.0,,,2023,20,College,40,Kansas State,B12,NCAA,0
Kaelen Culpepper,39,2026,2026,SS,Minnesota Twins,College,high,College/NCAA batting rows found through age 21,culpep000kae,https://www.baseball-reference.com/register/player.fcgi?id=culpep000kae,2002.0,,,2023,20,Summer,17,Harwich,CCBL,Smr,0
Kaelen Culpepper,39,2026,2026,SS,Minnesota Twins,College,high,College/NCAA batting rows found through age 21,culpep000kae,https://www.baseball-reference.com/register/player.fcgi?id=culpep000kae,2002.0,,,2024,21,College,61,Kansas State,B12,NCAA,0
Kaelen Culpepper,39,2026,2026,SS,Minnesota Twins,College,high,College/NCAA batting rows found through age 21,culpep000kae,https://www.baseball-reference.com/register/player.fcgi?id=culpep000kae,2002.0,,,2024,21,Pro,26,2 Teams,2 Lgs,A+-A,0
Keston Hiura,20,2019,2019,1B,Los Angeles Dodgers,College,high,College/NCAA batting rows found through age 21,hiura-000kes,https://www.baseball-reference.com/register/player.fcgi?id=hiura-000kes,1996.0,,,2015,18,College,56,UC Irvine,BigW,NCAA,0
Keston Hiura,20,2019,2019,1B,Los Angeles Dodgers,College,high,College/NCAA batting rows found through age 21,hiura-000kes,https://www.baseball-reference.com/register/player.fcgi?id=hiura-000kes,1996.0,,,2015,18,Summer,49,Wenatchee,WCL,Smr,0
Keston Hiura,20,2019,2019,1B,Los Angeles Dodgers,College,high,College/NCAA batting rows found through age 21,hiura-000kes,https://www.baseball-reference.com/register/player.fcgi?id=hiura-000kes,1996.0,,,2016,19,College,53,UC Irvine,BigW,NCAA,0
Keston Hiura,20,2019,2019,1B,Los Angeles Dodgers,College,high,College/NCAA batting rows found through age 21,hiura-000kes,https://www.baseball-reference.com/register/player.fcgi?id=hiura-000kes,1996.0,,,2017,20,College,56,UC Irvine,BigW,NCAA,0
Keston Hiura,20,2019,2019,1B,Los Angeles Dodgers,College,high,College/NCAA batting rows found through age 21,hiura-000kes,https://www.baseball-reference.com/register/player.fcgi?id=hiura-000kes,1996.0,,,2017,20,Pro,42,2 Teams,2 Lgs,A-Rk,0
Keston Hiura,20,2019,2019,1B,Los Angeles Dodgers,College,high,College/NCAA batting rows found through age 21,hiura-000kes,https://www.baseball-reference.com/register/player.fcgi?id=hiura-000kes,1996.0,,,2018,21,Pro,123,2 Teams,2 Lgs,AA-A+,0
Kevin Newman,59,2017,2017,2B/SS,Kansas City Royals,College,high,College/NCAA batting rows found through age 21,newman000kev,https://www.baseball-reference.com/register/player.fcgi?id=newman000kev,1993.0,,,2013,19,College,55,Arizona,P12,NCAA,0
Kevin Newman,59,2017,2017,2B/SS,Kansas City Royals,College,high,College/NCAA batting rows found through age 21,newman000kev,https://www.baseball-reference.com/register/player.fcgi?id=newman000kev,1993.0,,,2013,19,Summer,40,Falmouth,CCBL,Smr,0
Kevin Newman,59,2017,2017,2B/SS,Kansas City Royals,College,high,College/NCAA batting rows found through age 21,newman000kev,https://www.baseball-reference.com/register/player.fcgi?id=newman000kev,1993.0,,,2014,20,College,55,Arizona,P12,NCAA,0
Kevin Newman,59,2017,2017,2B/SS,Kansas City Royals,College,high,College/NCAA batting rows found through age 21,newman000kev,https://www.baseball-reference.com/register/player.fcgi?id=newman000kev,1993.0,,,2014,20,Summer,31,Falmouth,CCBL,Smr,0
Kevin Newman,59,2017,2017,2B/SS,Kansas City Royals,College,high,College/NCAA batting rows found through age 21,newman000kev,https://www.baseball-reference.com/register/player.fcgi?id=newman000kev,1993.0,,,2015,21,College,55,Arizona,P12,NCAA,0
Kevin Newman,59,2017,2017,2B/SS,Kansas City Royals,College,high,College/NCAA batting rows found through age 21,newman000kev,https://www.baseball-reference.com/register/player.fcgi?id=newman000kev,1993.0,,,2015,21,Pro,61,2 Teams,2 Lgs,A--A,0
Kevin Parada,36,2023,2023,C,New York Mets,College,high,College/NCAA batting rows found through age 21,parada000kev,https://www.baseball-reference.com/register/player.fcgi?id=parada000kev,2001.0,,,2021,19,College,52,Georgia Tech,ACC,NCAA,0
Kevin Parada,36,2023,2023,C,New York Mets,College,high,College/NCAA batting rows found through age 21,parada000kev,https://www.baseball-reference.com/register/player.fcgi?id=parada000kev,2001.0,,,2021,19,Summer,9,Chatham,CCBL,Smr,0
Kevin Parada,36,2023,2023,C,New York Mets,College,high,College/NCAA batting rows found through age 21,parada000kev,https://www.baseball-reference.com/register/player.fcgi?id=parada000kev,2001.0,,,2022,20,College,60,Georgia Tech,ACC,NCAA,0
Kevin Parada,36,2023,2023,C,New York Mets,College,high,College/NCAA batting rows found through age 21,parada000kev,https://www.baseball-reference.com/register/player.fcgi?id=parada000kev,2001.0,,,2022,20,Pro,13,2 Teams,2 Lgs,A-Rk,0
Kevin Parada,36,2023,2023,C,New York Mets,College,high,College/NCAA batting rows found through age 21,parada000kev,https://www.baseball-reference.com/register/player.fcgi?id=parada000kev,2001.0,,,2023,21,Pro,105,3 Teams,3 Lgs,A+-AA-A,0
Kristian Campbell,7,2025,2025,2B/SS/OF,Boston Red Sox,College,high,College/NCAA batting rows found through age 21,campbe000kri,https://www.baseball-reference.com/register/player.fcgi?id=campbe000kri,2002.0,,,2022,20,Summer,58,Duluth,NWDS,Smr,0
Kristian Campbell,7,2025,2025,2B/SS/OF,Boston Red Sox,College,high,College/NCAA batting rows found through age 21,campbe000kri,https://www.baseball-reference.com/register/player.fcgi?id=campbe000kri,2002.0,,,2023,21,College,45,Georgia Tech,ACC,NCAA,0
Kristian Campbell,7,2025,2025,2B/SS/OF,Boston Red Sox,College,high,College/NCAA batting rows found through age 21,campbe000kri,https://www.baseball-reference.com/register/player.fcgi?id=campbe000kri,2002.0,,,2023,21,Pro,22,2 Teams,2 Lgs,A+-Rk,0
Kyle Lewis,29,2017,2018,OF,Arizona Diamondbacks,College,high,College/NCAA batting rows found through age 21,lewis-001kyl,https://www.baseball-reference.com/register/player.fcgi?id=lewis-001kyl,1995.0,,,2014,19,Summer,16,Green Bay,NWDS,Smr,0
Kyle Lewis,29,2017,2018,OF,Arizona Diamondbacks,College,high,College/NCAA batting rows found through age 21,lewis-001kyl,https://www.baseball-reference.com/register/player.fcgi?id=lewis-001kyl,1995.0,,,2016,21,College,40,Arizona,P12,NCAA,0
Kyle Lewis,29,2017,2018,OF,Arizona Diamondbacks,College,high,College/NCAA batting rows found through age 21,lewis-001kyl,https://www.baseball-reference.com/register/player.fcgi?id=lewis-001kyl,1995.0,,,2016,21,Summer,20,Danville,PROS,Smr,0
Kyle Manzardo,59,2024,2024,1B,Cleveland Guardians,College,high,College/NCAA batting rows found through age 21,manzar000kyl,https://www.baseball-reference.com/register/player.fcgi?id=manzar000kyl,2000.0,,,2019,18,College,52,Washington State,P12,NCAA,0
Kyle Manzardo,59,2024,2024,1B,Cleveland Guardians,College,high,College/NCAA batting rows found through age 21,manzar000kyl,https://www.baseball-reference.com/register/player.fcgi?id=manzar000kyl,2000.0,,,2019,18,Summer,46,Portland,WCL,Smr,0
Kyle Manzardo,59,2024,2024,1B,Cleveland Guardians,College,high,College/NCAA batting rows found through age 21,manzar000kyl,https://www.baseball-reference.com/register/player.fcgi?id=manzar000kyl,2000.0,,,2020,19,College,16,Washington State,P12,NCAA,0
Kyle Manzardo,59,2024,2024,1B,Cleveland Guardians,College,high,College/NCAA batting rows found through age 21,manzar000kyl,https://www.baseball-reference.com/register/player.fcgi?id=manzar000kyl,2000.0,,,2020,19,Summer,33,Willmar,NWDS,Smr,0
Kyle Manzardo,59,2024,2024,1B,Cleveland Guardians,College,high,College/NCAA batting rows found through age 21,manzar000kyl,https://www.baseball-reference.com/register/player.fcgi?id=manzar000kyl,2000.0,,,2021,20,College,47,Washington State,P12,NCAA,0
Kyle Manzardo,59,2024,2024,1B,Cleveland Guardians,College,high,College/NCAA batting rows found through age 21,manzar000kyl,https://www.baseball-reference.com/register/player.fcgi?id=manzar000kyl,2000.0,,,2021,20,Pro,13,Rays,FCL,Rk,0
Kyle Manzardo,59,2024,2024,1B,Cleveland Guardians,College,high,College/NCAA batting rows found through age 21,manzar000kyl,https://www.baseball-reference.com/register/player.fcgi?id=manzar000kyl,2000.0,,,2022,21,Pro,93,2 Teams,2 Lgs,A+-AA,0
Kyle Teel,32,2025,2025,C,Chicago White Sox,College,high,College/NCAA batting rows found through age 21,teel--000kyl,https://www.baseball-reference.com/register/player.fcgi?id=teel--000kyl,2002.0,,,2020,18,Summer,31,Wisconsin Rapids,NWDS,Smr,0
Kyle Teel,32,2025,2025,C,Chicago White Sox,College,high,College/NCAA batting rows found through age 21,teel--000kyl,https://www.baseball-reference.com/register/player.fcgi?id=teel--000kyl,2002.0,,,2021,19,College,54,Virginia,ACC,NCAA,0
Kyle Teel,32,2025,2025,C,Chicago White Sox,College,high,College/NCAA batting rows found through age 21,teel--000kyl,https://www.baseball-reference.com/register/player.fcgi?id=teel--000kyl,2002.0,,,2021,19,Summer,14,Wisconsin Rapids,NWDS,Smr,0
Kyle Teel,32,2025,2025,C,Chicago White Sox,College,high,College/NCAA batting rows found through age 21,teel--000kyl,https://www.baseball-reference.com/register/player.fcgi?id=teel--000kyl,2002.0,,,2022,20,College,58,Virginia,ACC,NCAA,0
Kyle Teel,32,2025,2025,C,Chicago White Sox,College,high,College/NCAA batting rows found through age 21,teel--000kyl,https://www.baseball-reference.com/register/player.fcgi?id=teel--000kyl,2002.0,,,2022,20,Summer,8,Harwich,CCBL,Smr,0
Kyle Teel,32,2025,2025,C,Chicago White Sox,College,high,College/NCAA batting rows found through age 21,teel--000kyl,https://www.baseball-reference.com/register/player.fcgi?id=teel--000kyl,2002.0,,,2023,21,College,65,Virginia,ACC,NCAA,0
Kyle Teel,32,2025,2025,C,Chicago White Sox,College,high,College/NCAA batting rows found through age 21,teel--000kyl,https://www.baseball-reference.com/register/player.fcgi?id=teel--000kyl,2002.0,,,2023,21,Pro,26,3 Teams,3 Lgs,A+-AA-Rk,0
Luke Keaschall,61,2025,2025,2B/OF/1B,Minnesota Twins,College,high,College/NCAA batting rows found through age 21,keasch000luk,https://www.baseball-reference.com/register/player.fcgi?id=keasch000luk,2002.0,,,2021,18,College,53,San Francisco,WCC,NCAA,0
Luke Keaschall,61,2025,2025,2B/OF/1B,Minnesota Twins,College,high,College/NCAA batting rows found through age 21,keasch000luk,https://www.baseball-reference.com/register/player.fcgi?id=keasch000luk,2002.0,,,2021,18,Summer,41,Gaithersburg | Orleans,CRCL | CCBL,Smr,0
Luke Keaschall,61,2025,2025,2B/OF/1B,Minnesota Twins,College,high,College/NCAA batting rows found through age 21,keasch000luk,https://www.baseball-reference.com/register/player.fcgi?id=keasch000luk,2002.0,,,2022,19,College,57,San Francisco,WCC,NCAA,0
Luke Keaschall,61,2025,2025,2B/OF/1B,Minnesota Twins,College,high,College/NCAA batting rows found through age 21,keasch000luk,https://www.baseball-reference.com/register/player.fcgi?id=keasch000luk,2002.0,,,2022,19,Summer,44,Orleans,CCBL,Smr,0
Luke Keaschall,61,2025,2025,2B/OF/1B,Minnesota Twins,College,high,College/NCAA batting rows found through age 21,keasch000luk,https://www.baseball-reference.com/register/player.fcgi?id=keasch000luk,2002.0,,,2023,20,College,55,Arizona State,P12,NCAA,0
Luke Keaschall,61,2025,2025,2B/OF/1B,Minnesota Twins,College,high,College/NCAA batting rows found through age 21,keasch000luk,https://www.baseball-reference.com/register/player.fcgi?id=keasch000luk,2002.0,,,2023,20,Pro,31,3 Teams,3 Lgs,A-A+-Rk,0
Luke Keaschall,61,2025,2025,2B/OF/1B,Minnesota Twins,College,high,College/NCAA batting rows found through age 21,keasch000luk,https://www.baseball-reference.com/register/player.fcgi?id=keasch000luk,2002.0,,,2024,21,Pro,103,2 Teams,2 Lgs,AA-A+,0
Matt Chapman,100,2017,2017,3B,San Francisco Giants,College,high,College/NCAA batting rows found through age 21,chapma000mat,https://www.baseball-reference.com/register/player.fcgi?id=chapma000mat,1993.0,,,2012,19,College,53,CS Fullerton,BigW,NCAA,0
Matt Chapman,100,2017,2017,3B,San Francisco Giants,College,high,College/NCAA batting rows found through age 21,chapma000mat,https://www.baseball-reference.com/register/player.fcgi?id=chapma000mat,1993.0,,,2013,20,College,55,CS Fullerton,BigW,NCAA,0
Matt Chapman,100,2017,2017,3B,San Francisco Giants,College,high,College/NCAA batting rows found through age 21,chapma000mat,https://www.baseball-reference.com/register/player.fcgi?id=chapma000mat,1993.0,,,2014,21,College,54,CS Fullerton,BigW,NCAA,0
Matt Chapman,100,2017,2017,3B,San Francisco Giants,College,high,College/NCAA batting rows found through age 21,chapma000mat,https://www.baseball-reference.com/register/player.fcgi?id=chapma000mat,1993.0,,,2014,21,Pro,54,3 Teams,3 Lgs,A-Rk-AA,0
Matt McLain,87,2022,2022,SS/2B,Cincinnati Reds,College,high,College/NCAA batting rows found through age 21,mclain000mat,https://www.baseball-reference.com/register/player.fcgi?id=mclain000mat,1999.0,,,2018,18,Summer,23,Bellingham,WCL,Smr,0
Matt McLain,87,2022,2022,SS/2B,Cincinnati Reds,College,high,College/NCAA batting rows found through age 21,mclain000mat,https://www.baseball-reference.com/register/player.fcgi?id=mclain000mat,1999.0,,,2019,19,College,61,UCLA,P12,NCAA,0
Matt McLain,87,2022,2022,SS/2B,Cincinnati Reds,College,high,College/NCAA batting rows found through age 21,mclain000mat,https://www.baseball-reference.com/register/player.fcgi?id=mclain000mat,1999.0,,,2019,19,Summer,34,Wareham,CCBL,Smr,0
Matt McLain,87,2022,2022,SS/2B,Cincinnati Reds,College,high,College/NCAA batting rows found through age 21,mclain000mat,https://www.baseball-reference.com/register/player.fcgi?id=mclain000mat,1999.0,,,2020,20,College,13,UCLA,P12,NCAA,0
Matt McLain,87,2022,2022,SS/2B,Cincinnati Reds,College,high,College/NCAA batting rows found through age 21,mclain000mat,https://www.baseball-reference.com/register/player.fcgi?id=mclain000mat,1999.0,,,2021,21,College,47,UCLA,P12,NCAA,0
Matt McLain,87,2022,2022,SS/2B,Cincinnati Reds,College,high,College/NCAA batting rows found through age 21,mclain000mat,https://www.baseball-reference.com/register/player.fcgi?id=mclain000mat,1999.0,,,2021,21,Pro,31,2 Teams,2 Lgs,A+-Rk,0
Matt Shaw,19,2025,2025,INF,Chicago Cubs,College,high,College/NCAA batting rows found through age 21,shaw--000mat,https://www.baseball-reference.com/register/player.fcgi?id=shaw--000mat,2001.0,,,2020,18,Summer,11,Worcester,FCBL,Smr,0
Matt Shaw,19,2025,2025,INF,Chicago Cubs,College,high,College/NCAA batting rows found through age 21,shaw--000mat,https://www.baseball-reference.com/register/player.fcgi?id=shaw--000mat,2001.0,,,2021,19,College,45,Maryland,BTen,NCAA,0
Matt Shaw,19,2025,2025,INF,Chicago Cubs,College,high,College/NCAA batting rows found through age 21,shaw--000mat,https://www.baseball-reference.com/register/player.fcgi?id=shaw--000mat,2001.0,,,2021,19,Summer,38,Amsterdam | Worcester,PGCL | FCBL,Smr,0
Matt Shaw,19,2025,2025,INF,Chicago Cubs,College,high,College/NCAA batting rows found through age 21,shaw--000mat,https://www.baseball-reference.com/register/player.fcgi?id=shaw--000mat,2001.0,,,2022,20,College,60,Maryland,BTen,NCAA,0
Matt Shaw,19,2025,2025,INF,Chicago Cubs,College,high,College/NCAA batting rows found through age 21,shaw--000mat,https://www.baseball-reference.com/register/player.fcgi?id=shaw--000mat,2001.0,,,2022,20,Summer,36,Bourne,CCBL,Smr,0
Matt Shaw,19,2025,2025,INF,Chicago Cubs,College,high,College/NCAA batting rows found through age 21,shaw--000mat,https://www.baseball-reference.com/register/player.fcgi?id=shaw--000mat,2001.0,,,2023,21,College,62,Maryland,BTen,NCAA,0
Matt Shaw,19,2025,2025,INF,Chicago Cubs,College,high,College/NCAA batting rows found through age 21,shaw--000mat,https://www.baseball-reference.com/register/player.fcgi?id=shaw--000mat,2001.0,,,2023,21,Pro,38,3 Teams,3 Lgs,A+-AA-Rk,0
Michael Busch,51,2024,2024,INF,Chicago Cubs,College,high,College/NCAA batting rows found through age 21,busch-002mic,https://www.baseball-reference.com/register/player.fcgi?id=busch-002mic,1997.0,,,2017,19,College,55,North Carolina,ACC,NCAA,0
Michael Busch,51,2024,2024,INF,Chicago Cubs,College,high,College/NCAA batting rows found through age 21,busch-002mic,https://www.baseball-reference.com/register/player.fcgi?id=busch-002mic,1997.0,,,2017,19,Summer,49,St. Cloud,NWDS,Smr,0
Michael Busch,51,2024,2024,INF,Chicago Cubs,College,high,College/NCAA batting rows found through age 21,busch-002mic,https://www.baseball-reference.com/register/player.fcgi?id=busch-002mic,1997.0,,,2018,20,College,64,North Carolina,ACC,NCAA,0
Michael Busch,51,2024,2024,INF,Chicago Cubs,College,high,College/NCAA batting rows found through age 21,busch-002mic,https://www.baseball-reference.com/register/player.fcgi?id=busch-002mic,1997.0,,,2018,20,Summer,27,Chatham,CCBL,Smr,0
Michael Busch,51,2024,2024,INF,Chicago Cubs,College,high,College/NCAA batting rows found through age 21,busch-002mic,https://www.baseball-reference.com/register/player.fcgi?id=busch-002mic,1997.0,,,2019,21,College,65,North Carolina,ACC,NCAA,0
Michael Busch,51,2024,2024,INF,Chicago Cubs,College,high,College/NCAA batting rows found through age 21,busch-002mic,https://www.baseball-reference.com/register/player.fcgi?id=busch-002mic,1997.0,,,2019,21,Pro,10,2 Teams,2 Lgs,Rk-A,0
Mike Sirota,42,2026,2026,OF,Los Angeles Dodgers,College,high,College/NCAA batting rows found through age 21,sirota000mic,https://www.baseball-reference.com/register/player.fcgi?id=sirota000mic,2003.0,,,2022,19,College,37,Northeastern,CAA,NCAA,0
Mike Sirota,42,2026,2026,OF,Los Angeles Dodgers,College,high,College/NCAA batting rows found through age 21,sirota000mic,https://www.baseball-reference.com/register/player.fcgi?id=sirota000mic,2003.0,,,2022,19,Summer,29,Brewster | Hyannis,CCBL,Smr,0
Mike Sirota,42,2026,2026,OF,Los Angeles Dodgers,College,high,College/NCAA batting rows found through age 21,sirota000mic,https://www.baseball-reference.com/register/player.fcgi?id=sirota000mic,2003.0,,,2023,20,College,55,Northeastern,CAA,NCAA,0
Mike Sirota,42,2026,2026,OF,Los Angeles Dodgers,College,high,College/NCAA batting rows found through age 21,sirota000mic,https://www.baseball-reference.com/register/player.fcgi?id=sirota000mic,2003.0,,,2023,20,Summer,8,Hyannis,CCBL,Smr,0
Mike Sirota,42,2026,2026,OF,Los Angeles Dodgers,College,high,College/NCAA batting rows found through age 21,sirota000mic,https://www.baseball-reference.com/register/player.fcgi?id=sirota000mic,2003.0,,,2024,21,College,51,Northeastern,CAA,NCAA,0
Nick Gonzales,20,2022,2022,2B/SS,Pittsburgh Pirates,College,high,College/NCAA batting rows found through age 21,gonzal004nic,https://www.baseball-reference.com/register/player.fcgi?id=gonzal004nic,1999.0,,,2018,19,College,57,New Mexico State,WAC,NCAA,0
Nick Gonzales,20,2022,2022,2B/SS,Pittsburgh Pirates,College,high,College/NCAA batting rows found through age 21,gonzal004nic,https://www.baseball-reference.com/register/player.fcgi?id=gonzal004nic,1999.0,,,2018,19,Summer,3,Cotuit,CCBL,Smr,0
Nick Gonzales,20,2022,2022,2B/SS,Pittsburgh Pirates,College,high,College/NCAA batting rows found through age 21,gonzal004nic,https://www.baseball-reference.com/register/player.fcgi?id=gonzal004nic,1999.0,,,2019,20,College,55,New Mexico State,WAC,NCAA,0
Nick Gonzales,20,2022,2022,2B/SS,Pittsburgh Pirates,College,high,College/NCAA batting rows found through age 21,gonzal004nic,https://www.baseball-reference.com/register/player.fcgi?id=gonzal004nic,1999.0,,,2019,20,Summer,42,Cotuit,CCBL,Smr,0
Nick Gonzales,20,2022,2022,2B/SS,Pittsburgh Pirates,College,high,College/NCAA batting rows found through age 21,gonzal004nic,https://www.baseball-reference.com/register/player.fcgi?id=gonzal004nic,1999.0,,,2020,21,College,16,New Mexico State,WAC,NCAA,0
Nick Kurtz,38,2025,2025,1B,Athletics,College,high,College/NCAA batting rows found through age 21,kurtz-000nic,https://www.baseball-reference.com/register/player.fcgi?id=kurtz-000nic,2003.0,,,2022,19,College,54,Wake Forest,ACC,NCAA,0
Nick Kurtz,38,2025,2025,1B,Athletics,College,high,College/NCAA batting rows found through age 21,kurtz-000nic,https://www.baseball-reference.com/register/player.fcgi?id=kurtz-000nic,2003.0,,,2023,20,College,56,Wake Forest,ACC,NCAA,0
Nick Kurtz,38,2025,2025,1B,Athletics,College,high,College/NCAA batting rows found through age 21,kurtz-000nic,https://www.baseball-reference.com/register/player.fcgi?id=kurtz-000nic,2003.0,,,2024,21,College,54,Wake Forest,ACC,NCAA,0
Nick Kurtz,38,2025,2025,1B,Athletics,College,high,College/NCAA batting rows found through age 21,kurtz-000nic,https://www.baseball-reference.com/register/player.fcgi?id=kurtz-000nic,2003.0,,,2024,21,Pro,12,2 Teams,2 Lgs,A-AA,0
Nick Madrigal,40,2021,2021,2B,Los Angeles Angels,College,high,College/NCAA batting rows found through age 21,madrig000nic,https://www.baseball-reference.com/register/player.fcgi?id=madrig000nic,1997.0,,,2015,18,Summer,44,Corvallis,WCL,Smr,0
